2025-06-04 09:54:39 | INFO     | src.utils.logger_setup:setup_logger:64 | 日志系统初始化完成
2025-06-04 09:54:39 | INFO     | __main__:main:53 | ============================================================
2025-06-04 09:54:39 | INFO     | __main__:main:54 | EOD期权交易机器人启动
2025-06-04 09:54:39 | INFO     | __main__:main:55 | ============================================================
2025-06-04 09:54:39 | INFO     | __main__:main:56 | 运行模式: test
2025-06-04 09:54:39 | INFO     | __main__:main:57 | 日志级别: INFO
2025-06-04 09:54:39 | INFO     | __main__:main:58 | 干运行模式: False
2025-06-04 09:54:39 | INFO     | __main__:main:59 | 交易标的: SPY
2025-06-04 09:54:39 | INFO     | __main__:main:60 | API地址: https://paper-api.alpaca.markets
2025-06-04 09:54:39 | INFO     | src.utils.logger_setup:setup_logger:64 | 日志系统初始化完成
2025-06-04 09:54:39 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$9988.98, 买入力$3239.92
2025-06-04 09:54:39 | INFO     | src.utils.notifications:__init__:39 | 通知管理器初始化完成（简化模式）
2025-06-04 09:54:39 | INFO     | __main__:main:72 | 正在启动交易机器人...
2025-06-04 09:54:39 | INFO     | src.bot.trading_bot:start:58 | 启动末日期权交易机器人
2025-06-04 09:54:39 | INFO     | src.utils.notifications:send_message:63 | [GENERAL] 🚀 EOD期权交易机器人已启动
标的: SPY
账户资金: $9,988.98
最大日风险: $199.78
交易时间: 09:30 - 15:50
2025-06-04 09:55:09 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$10001.98, 买入力$3239.92
2025-06-04 09:55:09 | DEBUG    | src.bot.trading_bot:_update_market_data:134 | 市场数据更新完成
2025-06-04 09:55:40 | DEBUG    | src.bot.trading_bot:_update_positions:184 | 头寸更新完成
2025-06-04 09:55:40 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$10003.98, 买入力$3239.92
2025-06-04 09:55:40 | DEBUG    | src.bot.trading_bot:_update_market_data:134 | 市场数据更新完成
2025-06-04 09:56:10 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$10003.98, 买入力$3239.92
2025-06-04 09:56:10 | DEBUG    | src.bot.trading_bot:_update_market_data:134 | 市场数据更新完成
2025-06-04 09:56:41 | DEBUG    | src.bot.trading_bot:_update_positions:184 | 头寸更新完成
2025-06-04 09:56:41 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$10003.98, 买入力$3239.92
2025-06-04 09:56:41 | DEBUG    | src.bot.trading_bot:_update_market_data:134 | 市场数据更新完成
2025-06-04 09:57:11 | INFO     | src.trading.executor:update_account_info:123 | 账户更新: 总值$10016.98, 买入力$3239.92
2025-06-04 09:57:11 | DEBUG    | src.bot.trading_bot:_update_market_data:134 | 市场数据更新完成
